Age,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,Attrition,AgeGroup
48,Research & Development,10,Bachelor,Life Sciences,1,High,Male,Medium,Research Director,Medium,19665,Excellent,Very High,Better,No,46-55
29,Research & Development,24,College,Life Sciences,1,High,Male,Medium,Research Scientist,Very High,2439,Outstanding,Medium,Good,Yes,26-35
46,Sales,10,Bachelor,Life Sciences,1,High,Female,High,Sales Executive,Medium,7314,Outstanding,High,Better,Yes,46-55
27,Research & Development,15,Bachelor,Life Sciences,1,High,Female,Medium,Research Scientist,Low,4774,Excellent,Very High,Good,No,26-35
39,Research & Development,19,Master,Other,1,High,Male,High,Research Scientist,Very High,3902,Excellent,Medium,Better,No,36-45
55,Research & Development,2,Master,Technical Degree,1,Medium,Male,Medium,Research Scientist,Very High,2662,Outstanding,Medium,Best,No,56-65
28,Sales,3,Bachelor,Medical,1,Medium,Female,High,Sales Representative,Medium,2856,Excellent,Very High,Better,No,26-35
30,Sales,9,Bachelor,Medical,1,Medium,Male,High,Sales Representative,Very High,1081,Excellent,High,Good,Yes,26-35
22,Research & Development,7,Below College,Life Sciences,1,High,Male,High,Research Scientist,Medium,2472,Outstanding,Low,Better,Yes,18-25
36,Sales,10,Master,Technical Degree,1,Medium,Female,Medium,Sales Executive,High,5673,Excellent,Low,Better,No,36-45
31,Research & Development,20,Bachelor,Life Sciences,1,Medium,Male,High,Laboratory Technician,High,4197,Excellent,Low,Better,No,26-35
34,Sales,4,Bachelor,Life Sciences,1,High,Male,High,Sales Executive,Very High,9713,Excellent,Very High,Better,No,26-35
29,Research & Development,7,Bachelor,Life Sciences,1,High,Male,High,Laboratory Technician,Low,2062,Excellent,Medium,Better,No,26-35
37,Research & Development,7,Master,Medical,1,High,Male,High,Research Scientist,Low,4284,Outstanding,High,Better,No,36-45
35,Research & Development,16,College,Other,1,High,Female,Medium,Manufacturing Director,Medium,4788,Excellent,Very High,Better,No,36-45
45,Research & Development,25,College,Life Sciences,1,Medium,Female,Medium,Manufacturing Director,Very High,5906,Excellent,Very High,Good,No,46-55
36,Human Resources,2,Below College,Human Resources,1,Medium,Male,Medium,Human Resources,Very High,3886,Outstanding,Very High,Good,No,36-45
40,Research & Development,1,Master,Life Sciences,1,Low,Male,High,Manager,Low,16823,Excellent,Low,Better,No,36-45
26,Research & Development,1,College,Life Sciences,1,Medium,Female,Medium,Research Scientist,High,2933,Excellent,High,Good,No,26-35
27,Sales,2,College,Medical,1,Low,Female,Very High,Sales Executive,High,6500,Excellent,Medium,Good,No,26-35
48,Research & Development,22,Bachelor,Medical,1,High,Female,High,Manager,Very High,17174,Excellent,Medium,Better,No,46-55
44,Research & Development,1,Master,Life Sciences,1,Medium,Male,Very High,Healthcare Representative,Low,5033,Excellent,Very High,Better,No,36-45
34,Research & Development,16,Master,Technical Degree,1,High,Male,Low,Research Scientist,Low,2307,Outstanding,Medium,Better,Yes,26-35
56,Research & Development,24,College,Life Sciences,1,Low,Male,High,Laboratory Technician,Very High,2587,Excellent,Very High,Better,Yes,56-65
36,Sales,17,College,Marketing,1,High,Male,Medium,Sales Executive,Medium,5507,Excellent,High,Bad,No,36-45
41,Sales,8,Bachelor,Marketing,1,High,Female,High,Sales Executive,Medium,4393,Outstanding,High,Better,No,36-45
42,Research & Development,6,Bachelor,Medical,1,High,Male,High,Research Director,Low,13348,Excellent,Medium,Best,No,36-45
31,Sales,10,College,Medical,1,High,Female,High,Sales Executive,Very High,6583,Excellent,Very High,Better,No,26-35
34,Sales,3,Below College,Medical,1,High,Female,Medium,Sales Executive,Very High,8103,Excellent,High,Good,No,26-35
31,Research & Development,4,Bachelor,Medical,1,Low,Female,Very High,Laboratory Technician,High,3978,Excellent,Medium,Good,No,26-35
26,Research & Development,6,Bachelor,Other,1,High,Male,Very High,Laboratory Technician,Very High,2544,Excellent,Low,Better,No,26-35
45,Research & Development,1,Master,Medical,1,Medium,Male,High,Healthcare Representative,High,5399,Excellent,High,Better,No,46-55
33,Sales,10,Master,Marketing,1,Medium,Male,High,Sales Executive,High,5487,Excellent,Medium,Good,No,26-35
28,Sales,1,College,Life Sciences,1,High,Male,Medium,Sales Executive,Very High,6834,Excellent,High,Better,No,26-35
29,Sales,24,Bachelor,Technical Degree,1,High,Male,Very High,Sales Representative,Low,1091,Excellent,Very High,Better,Yes,26-35
39,Sales,21,Master,Life Sciences,1,Low,Female,Low,Sales Executive,High,5736,Excellent,High,Better,No,36-45
27,Research & Development,2,Master,Technical Degree,1,Medium,Male,High,Research Scientist,Medium,2226,Excellent,High,Good,No,26-35
34,Research & Development,22,Master,Other,1,High,Male,Medium,Research Scientist,Very High,5747,Excellent,Medium,Better,No,26-35
28,Sales,13,College,Marketing,1,High,Female,High,Sales Executive,High,9854,Excellent,Very High,Better,Yes,26-35
47,Research & Development,14,Master,Technical Degree,1,High,Male,High,Research Scientist,Medium,5467,Excellent,High,Best,No,46-55
56,Sales,11,Doctor,Marketing,1,High,Female,Medium,Sales Executive,Low,5380,Excellent,High,Better,No,56-65
39,Research & Development,9,College,Medical,1,Low,Male,High,Manufacturing Director,Low,5151,Outstanding,Very High,Better,No,36-45
38,Research & Development,8,Bachelor,Medical,1,High,Female,Medium,Research Scientist,Medium,2133,Excellent,High,Better,No,36-45
58,Sales,21,Bachelor,Life Sciences,1,High,Female,High,Manager,Very High,17875,Excellent,High,Good,No,56-65
32,Research & Development,5,College,Life Sciences,1,Low,Female,Very High,Research Scientist,High,2432,Excellent,Low,Better,Yes,26-35
38,Research & Development,9,College,Life Sciences,1,Medium,Male,High,Research Scientist,Very High,4771,Excellent,Very High,Best,No,36-45
49,Research & Development,2,Below College,Life Sciences,1,Medium,Male,High,Research Director,Very High,19161,Excellent,Very High,Better,No,46-55
42,Sales,12,Master,Marketing,1,Medium,Male,High,Sales Executive,Very High,5087,Excellent,High,Better,No,36-45
27,Human Resources,22,Bachelor,Human Resources,1,Low,Female,Medium,Human Resources,Medium,2863,Excellent,Low,Better,Yes,26-35
35,Sales,18,Master,Medical,1,Medium,Male,High,Sales Executive,Low,5561,Excellent,Very High,Bad,No,36-45
28,Research & Development,16,Bachelor,Medical,1,High,Male,High,Research Scientist,High,2144,Excellent,High,Good,No,26-35
31,Research & Development,3,College,Medical,1,High,Male,High,Research Scientist,Low,3065,Excellent,Very High,Best,No,26-35
36,Research & Development,9,Master,Life Sciences,1,Low,Male,Very High,Laboratory Technician,Medium,2810,Outstanding,Medium,Better,No,36-45
34,Sales,1,Bachelor,Marketing,1,Low,Male,High,Sales Executive,Very High,9888,Outstanding,Low,Good,No,26-35
34,Sales,13,Master,Medical,1,High,Male,High,Sales Executive,High,8628,Excellent,High,Good,No,26-35
26,Research & Development,1,Bachelor,Medical,1,High,Male,High,Laboratory Technician,Low,2867,Excellent,Very High,Good,No,26-35
29,Research & Development,1,Bachelor,Life Sciences,1,Low,Male,High,Healthcare Representative,Low,5373,Excellent,Low,Good,No,26-35
32,Research & Development,15,Master,Medical,1,High,Female,High,Healthcare Representative,Very High,6667,Excellent,Medium,Better,No,26-35
31,Research & Development,1,Bachelor,Life Sciences,1,High,Male,Low,Research Scientist,Low,5003,Outstanding,Medium,Better,No,26-35
28,Research & Development,17,Bachelor,Technical Degree,1,High,Male,Medium,Laboratory Technician,Very High,2367,Excellent,Low,Good,Yes,26-35
38,Sales,1,Bachelor,Life Sciences,1,Low,Male,Medium,Sales Representative,Low,2858,Excellent,Low,Good,No,36-45
35,Sales,7,Master,Life Sciences,1,High,Female,High,Sales Executive,Very High,5204,Excellent,Very High,Better,No,36-45
27,Sales,9,Bachelor,Marketing,1,High,Male,High,Sales Executive,Very High,4105,Excellent,Low,Better,No,26-35
32,Research & Development,5,Master,Life Sciences,1,High,Male,Medium,Manufacturing Director,Very High,9679,Outstanding,Medium,Better,No,26-35
31,Sales,26,Master,Marketing,1,Low,Male,High,Sales Executive,Very High,5617,Excellent,High,Better,Yes,26-35
53,Sales,24,Master,Life Sciences,1,Low,Male,High,Sales Executive,Low,10448,Excellent,Medium,Good,Yes,46-55
54,Research & Development,9,College,Life Sciences,1,Low,Female,High,Research Scientist,High,2897,Excellent,High,Good,No,46-55
33,Research & Development,7,College,Life Sciences,1,High,Male,High,Healthcare Representative,High,5968,Outstanding,High,Better,No,26-35
43,Research & Development,11,Bachelor,Life Sciences,1,Low,Male,High,Healthcare Representative,High,7510,Excellent,Medium,Better,No,36-45
38,Human Resources,1,Master,Other,1,High,Male,High,Human Resources,Medium,2991,Excellent,Medium,Better,No,36-45
55,Human Resources,26,Master,Human Resources,1,High,Male,Very High,Manager,Medium,19636,Excellent,Low,Better,No,56-65
31,Research & Development,2,Below College,Medical,1,High,Female,Low,Laboratory Technician,Very High,1129,Excellent,High,Better,No,26-35
39,Sales,15,Master,Marketing,1,Medium,Male,High,Sales Executive,Low,13341,Excellent,Low,Better,No,36-45
42,Research & Development,23,College,Life Sciences,1,High,Male,Medium,Research Scientist,High,4332,Excellent,Very High,Better,No,36-45
31,Research & Development,10,Bachelor,Medical,1,High,Female,High,Research Director,High,11031,Outstanding,High,Best,No,26-35
54,Research & Development,10,Bachelor,Medical,1,High,Female,High,Manufacturing Director,Low,4440,Excellent,Very High,Better,No,46-55
24,Research & Development,1,College,Life Sciences,1,Medium,Male,Medium,Healthcare Representative,High,4617,Excellent,Medium,Good,No,18-25
23,Research & Development,12,College,Other,1,High,Male,High,Laboratory Technician,Very High,2647,Excellent,High,Best,No,18-25
40,Research & Development,11,Bachelor,Technical Degree,1,High,Female,High,Laboratory Technician,High,6323,Excellent,Low,Best,No,36-45
40,Sales,2,College,Marketing,1,Medium,Female,High,Sales Executive,Medium,5677,Excellent,High,Better,No,36-45
25,Human Resources,2,Bachelor,Human Resources,1,High,Female,High,Human Resources,Medium,2187,Excellent,High,Better,No,26-35
30,Research & Development,1,College,Medical,1,High,Male,High,Laboratory Technician,Medium,3748,Excellent,High,Good,No,26-35
25,Research & Development,2,Below College,Other,1,High,Male,High,Laboratory Technician,High,3977,Excellent,High,Good,No,26-35
47,Research & Development,25,Bachelor,Medical,1,Low,Male,High,Healthcare Representative,High,8633,Outstanding,Medium,Better,No,46-55
33,Research & Development,1,College,Medical,1,Medium,Male,Medium,Laboratory Technician,High,2008,Excellent,High,Good,No,26-35
38,Sales,1,Master,Life Sciences,1,High,Male,High,Sales Executive,Medium,4440,Excellent,Low,Better,No,36-45
31,Sales,2,College,Life Sciences,1,Low,Male,High,Sales Representative,High,3067,Excellent,High,Better,No,26-35
38,Research & Development,6,Master,Life Sciences,1,Low,Male,Medium,Manufacturing Director,High,5321,Excellent,Very High,Better,No,36-45
42,Research & Development,18,Master,Life Sciences,1,High,Male,High,Research Scientist,Low,5410,Excellent,High,Good,No,36-45
41,Research & Development,1,Bachelor,Life Sciences,1,High,Male,High,Research Scientist,Very High,2782,Outstanding,Low,Better,No,36-45
47,Research & Development,1,Below College,Medical,1,High,Female,High,Research Director,Medium,11957,Excellent,Low,Bad,No,46-55
35,Research & Development,11,Master,Medical,1,High,Male,High,Laboratory Technician,High,2660,Excellent,High,Better,No,36-45
22,Research & Development,1,College,Life Sciences,1,High,Male,High,Research Scientist,High,3375,Excellent,Very High,Best,No,18-25
35,Research & Development,9,Master,Medical,1,Medium,Male,High,Research Scientist,High,5098,Excellent,Medium,Better,No,36-45
33,Research & Development,15,College,Medical,1,Medium,Female,High,Healthcare Representative,Very High,4878,Excellent,Low,Better,No,26-35
32,Research & Development,29,Master,Life Sciences,1,High,Female,Medium,Laboratory Technician,Medium,2837,Excellent,High,Better,No,26-35
40,Research & Development,1,Master,Life Sciences,1,Low,Male,High,Laboratory Technician,Very High,2406,Excellent,High,Good,No,36-45
32,Sales,1,Master,Medical,1,Medium,Male,Medium,Sales Representative,Medium,2269,Excellent,Medium,Better,No,26-35
39,Research & Development,24,Below College,Life Sciences,1,Low,Male,High,Research Scientist,Very High,4108,Excellent,Low,Better,No,36-45
38,Research & Development,10,Bachelor,Medical,1,Medium,Female,Low,Research Director,High,13206,Excellent,Low,Better,No,36-45
32,Sales,1,Master,Marketing,1,High,Female,High,Sales Executive,Very High,10422,Excellent,High,Better,No,26-35
37,Research & Development,10,Bachelor,Life Sciences,1,High,Female,Very High,Research Director,Very High,13744,Outstanding,Low,Better,No,36-45
25,Sales,8,College,Other,1,Low,Female,High,Sales Executive,High,4907,Outstanding,Medium,Good,No,26-35
52,Sales,29,Master,Life Sciences,1,Low,Male,High,Sales Representative,Very High,3482,Excellent,Medium,Good,No,46-55
44,Research & Development,1,Bachelor,Medical,1,Medium,Male,High,Research Scientist,Very High,2436,Excellent,High,Better,No,36-45
21,Sales,5,Below College,Medical,1,High,Male,High,Sales Representative,Low,2380,Excellent,Very High,Better,No,18-25
39,Research & Development,9,Bachelor,Life Sciences,1,High,Male,High,Manager,Very High,19431,Excellent,High,Good,No,36-45
23,Sales,9,Bachelor,Marketing,1,High,Male,High,Sales Representative,Low,1790,Excellent,Low,Good,Yes,18-25
36,Sales,3,Bachelor,Medical,1,Low,Female,Medium,Sales Executive,Very High,7644,Excellent,High,Better,No,36-45
36,Research & Development,4,College,Life Sciences,1,High,Female,High,Manufacturing Director,Medium,5131,Excellent,Medium,Better,No,36-45
56,Research & Development,1,Master,Life Sciences,1,High,Male,High,Healthcare Representative,High,6306,Outstanding,Low,Good,No,56-65
29,Research & Development,1,Master,Medical,1,Low,Male,High,Research Scientist,Very High,4787,Excellent,Medium,Best,Yes,26-35
42,Research & Development,2,Bachelor,Life Sciences,1,Low,Male,High,Manager,High,18880,Excellent,Low,Good,No,36-45
56,Research & Development,7,College,Technical Degree,1,High,Male,High,Laboratory Technician,High,2339,Excellent,Very High,Bad,Yes,56-65
41,Research & Development,28,Master,Life Sciences,1,Low,Female,Medium,Manufacturing Director,Medium,13570,Outstanding,High,Better,No,36-45
34,Sales,28,Bachelor,Marketing,1,High,Female,Medium,Sales Executive,High,6712,Outstanding,Very High,Better,No,26-35
36,Sales,15,Master,Marketing,1,High,Male,Low,Sales Executive,Very High,5406,Outstanding,Low,Good,No,36-45
41,Sales,3,Bachelor,Life Sciences,1,High,Male,Medium,Sales Executive,Medium,8938,Excellent,High,Better,No,36-45
32,Research & Development,2,Bachelor,Technical Degree,1,High,Male,High,Research Scientist,Low,2439,Excellent,Very High,Better,No,26-35
35,Human Resources,26,Master,Life Sciences,1,High,Female,High,Human Resources,Very High,8837,Excellent,High,Better,No,36-45
38,Sales,10,College,Life Sciences,1,Low,Female,High,Sales Executive,Very High,5343,Excellent,High,Better,No,36-45
50,Sales,1,Master,Life Sciences,1,Medium,Male,High,Sales Executive,High,6728,Excellent,Very High,Better,Yes,46-55
36,Sales,11,Master,Marketing,1,Medium,Female,Medium,Sales Executive,Very High,6652,Excellent,Low,Good,No,36-45
45,Sales,20,Bachelor,Life Sciences,1,High,Female,High,Sales Executive,High,4850,Excellent,High,Better,No,46-55
40,Research & Development,2,Master,Life Sciences,1,High,Male,Medium,Research Scientist,High,2809,Excellent,Very High,Better,No,36-45
35,Research & Development,18,Master,Life Sciences,1,High,Male,High,Healthcare Representative,High,5689,Excellent,Very High,Best,No,36-45
40,Research & Development,2,Master,Medical,1,High,Female,High,Research Scientist,High,2001,Excellent,Medium,Better,No,36-45
35,Research & Development,1,Master,Life Sciences,1,High,Female,Low,Research Scientist,Very High,2977,Excellent,Very High,Better,No,36-45
29,Research & Development,13,College,Other,1,High,Male,Medium,Laboratory Technician,Medium,4025,Excellent,Low,Better,No,26-35
29,Research & Development,28,Master,Medical,1,High,Female,Medium,Research Scientist,Low,3785,Excellent,Medium,Bad,No,26-35
50,Sales,28,Bachelor,Marketing,1,High,Male,Medium,Sales Executive,Low,10854,Excellent,Medium,Better,Yes,46-55
39,Sales,24,Below College,Marketing,1,Medium,Female,Medium,Sales Executive,Very High,12031,Excellent,Low,Good,No,36-45
31,Research & Development,5,Bachelor,Medical,1,Medium,Male,High,Manufacturing Director,Low,9936,Excellent,Medium,Better,No,26-35
26,Sales,5,Bachelor,Other,1,High,Female,Medium,Sales Representative,High,2966,Excellent,Very High,Better,No,26-35
